"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","982","Login success with valid credential","chromium","Thu Apr 16 14:57:53 UTC 2026","passed","Thu Apr 16 14:57:54 UTC 2026","Login Feature","","",""
"","650","Login failed without username and password","firefox","Thu Apr 16 14:58:02 UTC 2026","passed","Thu Apr 16 14:58:02 UTC 2026","Login Feature","","",""
"","2861","User can add 3 products and checkout successfully","firefox","Thu Apr 16 14:57:56 UTC 2026","passed","Thu Apr 16 14:57:59 UTC 2026","Checkout Feature","","",""
"","3","Login failed with wrong password","webkit","Thu Apr 16 14:58:04 UTC 2026","failed","Thu Apr 16 14:58:04 UTC 2026","Login Feature","","",""
"","3","Login success with valid credential","webkit","Thu Apr 16 14:58:03 UTC 2026","failed","Thu Apr 16 14:58:03 UTC 2026","Login Feature","","",""
"","1392","User can add 3 products and checkout successfully","chromium","Thu Apr 16 14:57:53 UTC 2026","passed","Thu Apr 16 14:57:55 UTC 2026","Checkout Feature","","",""
"","574","Login failed without username and password","chromium","Thu Apr 16 14:57:56 UTC 2026","passed","Thu Apr 16 14:57:56 UTC 2026","Login Feature","","",""
"","639","Login failed with wrong username","chromium","Thu Apr 16 14:57:55 UTC 2026","passed","Thu Apr 16 14:57:56 UTC 2026","Login Feature","","",""
"","790","Login failed with wrong username","firefox","Thu Apr 16 14:58:01 UTC 2026","passed","Thu Apr 16 14:58:02 UTC 2026","Login Feature","","",""
"","3","Login failed without username and password","webkit","Thu Apr 16 14:58:05 UTC 2026","failed","Thu Apr 16 14:58:05 UTC 2026","Login Feature","","",""
"","2321","Login success with valid credential","firefox","Thu Apr 16 14:57:57 UTC 2026","passed","Thu Apr 16 14:58:00 UTC 2026","Login Feature","","",""
"","4","User can add 3 products and checkout successfully","webkit","Thu Apr 16 14:58:01 UTC 2026","failed","Thu Apr 16 14:58:01 UTC 2026","Checkout Feature","","",""
"","3","Login failed with wrong username","webkit","Thu Apr 16 14:58:04 UTC 2026","failed","Thu Apr 16 14:58:04 UTC 2026","Login Feature","","",""
"","768","Login failed with wrong password","firefox","Thu Apr 16 14:58:00 UTC 2026","passed","Thu Apr 16 14:58:01 UTC 2026","Login Feature","","",""
"","671","Login failed with wrong password","chromium","Thu Apr 16 14:57:55 UTC 2026","passed","Thu Apr 16 14:57:55 UTC 2026","Login Feature","","",""
