"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","Login failed with wrong username","webkit","Tue Apr 14 14:51:49 UTC 2026","failed","Tue Apr 14 14:51:49 UTC 2026","Login Feature","","",""
"","1402","User can add 3 products and checkout successfully","chromium","Tue Apr 14 14:51:39 UTC 2026","passed","Tue Apr 14 14:51:40 UTC 2026","Checkout Feature","","",""
"","3","User can add 3 products and checkout successfully","webkit","Tue Apr 14 14:51:46 UTC 2026","failed","Tue Apr 14 14:51:46 UTC 2026","Checkout Feature","","",""
"","2583","User can add 3 products and checkout successfully","firefox","Tue Apr 14 14:51:41 UTC 2026","passed","Tue Apr 14 14:51:44 UTC 2026","Checkout Feature","","",""
"","799","Login failed with wrong username","firefox","Tue Apr 14 14:51:46 UTC 2026","passed","Tue Apr 14 14:51:47 UTC 2026","Login Feature","","",""
"","1050","Login success with valid credential","chromium","Tue Apr 14 14:51:39 UTC 2026","passed","Tue Apr 14 14:51:40 UTC 2026","Login Feature","","",""
"","757","Login failed with wrong password","firefox","Tue Apr 14 14:51:45 UTC 2026","passed","Tue Apr 14 14:51:46 UTC 2026","Login Feature","","",""
"","3","Login failed with wrong password","webkit","Tue Apr 14 14:51:49 UTC 2026","failed","Tue Apr 14 14:51:49 UTC 2026","Login Feature","","",""
"","3","Login failed without username and password","webkit","Tue Apr 14 14:51:50 UTC 2026","failed","Tue Apr 14 14:51:50 UTC 2026","Login Feature","","",""
"","2171","Login success with valid credential","firefox","Tue Apr 14 14:51:43 UTC 2026","passed","Tue Apr 14 14:51:45 UTC 2026","Login Feature","","",""
"","620","Login failed without username and password","chromium","Tue Apr 14 14:51:41 UTC 2026","passed","Tue Apr 14 14:51:42 UTC 2026","Login Feature","","",""
"","595","Login failed with wrong password","chromium","Tue Apr 14 14:51:40 UTC 2026","passed","Tue Apr 14 14:51:41 UTC 2026","Login Feature","","",""
"","4","Login success with valid credential","webkit","Tue Apr 14 14:51:48 UTC 2026","failed","Tue Apr 14 14:51:48 UTC 2026","Login Feature","","",""
"","666","Login failed without username and password","firefox","Tue Apr 14 14:51:47 UTC 2026","passed","Tue Apr 14 14:51:48 UTC 2026","Login Feature","","",""
"","588","Login failed with wrong username","chromium","Tue Apr 14 14:51:41 UTC 2026","passed","Tue Apr 14 14:51:41 UTC 2026","Login Feature","","",""
