"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4","Login success with valid credential","webkit","Thu Apr 30 15:12:06 UTC 2026","failed","Thu Apr 30 15:12:06 UTC 2026","Login Feature","","",""
"","2240","Login success with valid credential","firefox","Thu Apr 30 15:12:01 UTC 2026","passed","Thu Apr 30 15:12:03 UTC 2026","Login Feature","","",""
"","1574","User can add 3 products and checkout successfully","chromium","Thu Apr 30 15:11:57 UTC 2026","passed","Thu Apr 30 15:11:58 UTC 2026","Checkout Feature","","",""
"","602","Login failed with wrong username","chromium","Thu Apr 30 15:11:59 UTC 2026","passed","Thu Apr 30 15:11:59 UTC 2026","Login Feature","","",""
"","2722","User can add 3 products and checkout successfully","firefox","Thu Apr 30 15:11:59 UTC 2026","passed","Thu Apr 30 15:12:02 UTC 2026","Checkout Feature","","",""
"","815","Login failed with wrong username","firefox","Thu Apr 30 15:12:05 UTC 2026","passed","Thu Apr 30 15:12:05 UTC 2026","Login Feature","","",""
"","3","Login failed without username and password","webkit","Thu Apr 30 15:12:09 UTC 2026","failed","Thu Apr 30 15:12:09 UTC 2026","Login Feature","","",""
"","822","Login failed with wrong password","firefox","Thu Apr 30 15:12:04 UTC 2026","passed","Thu Apr 30 15:12:05 UTC 2026","Login Feature","","",""
"","3","Login failed with wrong username","webkit","Thu Apr 30 15:12:08 UTC 2026","failed","Thu Apr 30 15:12:08 UTC 2026","Login Feature","","",""
"","621","Login failed with wrong password","chromium","Thu Apr 30 15:11:58 UTC 2026","passed","Thu Apr 30 15:11:59 UTC 2026","Login Feature","","",""
"","4","User can add 3 products and checkout successfully","webkit","Thu Apr 30 15:12:05 UTC 2026","failed","Thu Apr 30 15:12:05 UTC 2026","Checkout Feature","","",""
"","3","Login failed with wrong password","webkit","Thu Apr 30 15:12:07 UTC 2026","failed","Thu Apr 30 15:12:07 UTC 2026","Login Feature","","",""
"","856","Login failed without username and password","firefox","Thu Apr 30 15:12:05 UTC 2026","passed","Thu Apr 30 15:12:06 UTC 2026","Login Feature","","",""
"","674","Login failed without username and password","chromium","Thu Apr 30 15:12:00 UTC 2026","passed","Thu Apr 30 15:12:00 UTC 2026","Login Feature","","",""
"","1197","Login success with valid credential","chromium","Thu Apr 30 15:11:57 UTC 2026","passed","Thu Apr 30 15:11:58 UTC 2026","Login Feature","","",""
